label,message
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://verify-now.net
spam,Win a free iPhone by participating here: http://freegift.co
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://bit.ly/winprize
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,You have been selected for a cash prize of $2000. Call +1800123456 immediately!
spam,Earn $2000 working from home. Sign up at http://scam.com/claim
ham,Don't forget to bring the keys tomorrow.
ham,Thanks for helping me with the presentation yesterday.
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
ham,Can you send me the notes from history class?
ham,Thanks for helping me with the presentation yesterday.
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Get cheap phone at 90% off. Visit http://bit.ly/winprize now!
spam,You have been selected for a cash prize of $2000. Call +1800123456 immediately!
ham,Don't forget to bring the charger tomorrow.
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://bit.ly/winprize"
spam,Hot singles in your area want to chat! Click http://verify-now.net
ham,"I'll call you after work, probably around 5 PM."
spam,Get cheap watch at 90% off. Visit http://freegift.co now!
spam,Get cheap laptop at 90% off. Visit http://bit.ly/winprize now!
spam,Earn $500 working from home. Sign up at http://scam.com/claim
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,You have been selected for a cash prize of $1000. Call +919876543210 immediately!
ham,Can you send me the notes from computer class?
ham,"I'll call you after work, probably around 8 AM."
ham,Happy Birthday! Hope you have an amazing day!
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
ham,Let’s catch up over coffee sometime this week.
ham,"I'll call you after work, probably around 8 AM."
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://verify-now.net"
ham,Thanks for helping me with the assignment yesterday.
ham,Thanks for helping me with the presentation yesterday.
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,Get cheap laptop at 90% off. Visit http://verify-now.net now!
spam,Claim your free watch today. Limited offer: http://freegift.co
spam,Earn $2000 working from home. Sign up at http://bit.ly/winprize
spam,Your parcel is waiting. Confirm delivery at http://freegift.co
ham,Happy Birthday! Hope you have an amazing day!
ham,Let’s catch up over pizza sometime this week.
ham,"Hey, are we still meeting at 7:30 PM today?"
ham,Please remind me to pick up charger on my way home.
ham,Don't forget to bring the laptop tomorrow.
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
ham,"Hey, are we still meeting at 8 AM today?"
ham,Good luck with your math exam tomorrow!
ham,Happy Birthday! Hope you have an amazing day!
ham,Are you coming to the concert tonight?
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://scam.com/claim
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,Claim your free phone today. Limited offer: http://scam.com/claim
ham,"Hey, are we still meeting at 7:30 PM today?"
ham,Let’s catch up over sushi sometime this week.
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,Earn $2000 working from home. Sign up at http://scam.com/claim
ham,Good luck with your math exam tomorrow!
spam,Win a free iPhone by participating here: http://bit.ly/winprize
spam,Earn $2000 working from home. Sign up at http://scam.com/claim
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
ham,Thanks for helping me with the presentation yesterday.
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://verify-now.net"
spam,Claim your free phone today. Limited offer: http://freegift.co
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://verify-now.net"
ham,Please remind me to pick up laptop on my way home.
spam,Get cheap laptop at 90% off. Visit http://scam.com/claim now!
ham,Are you coming to the game night tonight?
ham,Are you coming to the concert tonight?
ham,Let’s catch up over coffee sometime this week.
ham,"Hey, are we still meeting at noon today?"
ham,Are you coming to the game night tonight?
ham,Don't forget to bring the keys tomorrow.
ham,Please remind me to pick up keys on my way home.
ham,"I'll call you after work, probably around noon."
spam,You have been selected for a cash prize of $100. Call +919876543210 immediately!
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://scam.com/claim"
spam,Get cheap laptop at 90% off. Visit http://freegift.co now!
ham,Please remind me to pick up book on my way home.
ham,"I'll call you after work, probably around 7:30 PM."
spam,Claim your free watch today. Limited offer: http://verify-now.net
spam,Win a free iPhone by participating here: http://verify-now.net
spam,Claim your free phone today. Limited offer: http://freegift.co
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://bit.ly/winprize"
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://scam.com/claim"
ham,Can you send me the notes from science class?
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,Your parcel is waiting. Confirm delivery at http://freegift.co
spam,You have been selected for a cash prize of $1000. Call +447911123456 immediately!
ham,Thanks for helping me with the cleaning yesterday.
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,Win a free iPhone by participating here: http://verify-now.net
ham,Happy Birthday! Hope you have an amazing day!
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://verify-now.net
ham,Don't forget to bring the keys tomorrow.
ham,Happy Birthday! Hope you have an amazing day!
spam,Win a free iPhone by participating here: http://freegift.co
ham,Good luck with your math exam tomorrow!
ham,Thanks for helping me with the assignment yesterday.
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://verify-now.net
spam,Get cheap laptop at 90% off. Visit http://freegift.co now!
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
ham,Can you send me the notes from computer class?
ham,Don't forget to bring the keys tomorrow.
ham,"I'll call you after work, probably around 8 AM."
ham,Can you send me the notes from math class?
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://bit.ly/winprize"
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,Can you send me the notes from history class?
ham,"I'll call you after work, probably around noon."
ham,Can you send me the notes from science class?
ham,Please remind me to pick up charger on my way home.
ham,"Hey, are we still meeting at noon today?"
ham,"I'll call you after work, probably around 5 PM."
ham,Can you send me the notes from computer class?
ham,"Hey, are we still meeting at noon today?"
ham,Let’s catch up over sushi sometime this week.
ham,Can you send me the notes from math class?
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
ham,"Hey, are we still meeting at 8 AM today?"
spam,Hot singles in your area want to chat! Click http://scam.com/claim
ham,"I'll call you after work, probably around 7:30 PM."
ham,Good luck with your math exam tomorrow!
ham,Please remind me to pick up keys on my way home.
ham,Good luck with your coding test tomorrow!
spam,You have been selected for a cash prize of $100. Call +919876543210 immediately!
ham,Don't forget to bring the charger tomorrow.
ham,Please remind me to pick up book on my way home.
spam,You have been selected for a cash prize of $500. Call +919876543210 immediately!
ham,"I'll call you after work, probably around 7:30 PM."
ham,"I'll call you after work, probably around 7:30 PM."
ham,Happy Birthday! Hope you have an amazing day!
spam,You have been selected for a cash prize of $500. Call +919876543210 immediately!
spam,Claim your free phone today. Limited offer: http://verify-now.net
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://bit.ly/winprize
ham,"I'll call you after work, probably around 8 AM."
ham,Let’s catch up over coffee sometime this week.
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://bit.ly/winprize"
ham,Thanks for helping me with the presentation yesterday.
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://freegift.co"
ham,Can you send me the notes from computer class?
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://bit.ly/winprize"
ham,Are you coming to the concert tonight?
spam,You have been selected for a cash prize of $1000. Call +1800123456 immediately!
spam,Claim your free watch today. Limited offer: http://bit.ly/winprize
spam,Your parcel is waiting. Confirm delivery at http://freegift.co
spam,Earn $500 working from home. Sign up at http://verify-now.net
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://scam.com/claim"
spam,Earn $250 working from home. Sign up at http://freegift.co
ham,Let’s catch up over coffee sometime this week.
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
ham,Thanks for helping me with the presentation yesterday.
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://verify-now.net"
spam,Earn $100 working from home. Sign up at http://freegift.co
ham,Don't forget to bring the charger tomorrow.
spam,Hot singles in your area want to chat! Click http://freegift.co
spam,You have been selected for a cash prize of $2000. Call +1800123456 immediately!
ham,Don't forget to bring the laptop tomorrow.
ham,Can you send me the notes from history class?
ham,"I'll call you after work, probably around noon."
ham,Good luck with your final project tomorrow!
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://bit.ly/winprize
